Audiofile,start,end,class
S01_U04.CH4,7772.82,7773.54,foreground
S01_U04.CH4,7773.54,7773.82,foreground
S01_U04.CH4,7773.82,7774.52,foreground
S01_U04.CH4,7774.52,7775.34,foreground
S01_U04.CH4,7775.34,7778.36,foreground
S01_U04.CH4,7778.36,7779.8,foreground
S01_U04.CH4,7779.8,7780.02,background
S01_U04.CH4,7780.02,7780.58,background
S01_U04.CH4,7780.58,7781.6,foreground
S01_U04.CH4,7781.6,7783.43,foreground
S01_U04.CH4,7783.43,7784.25,foreground
S01_U04.CH4,7784.25,7785.0,background
S01_U04.CH4,7785.0,7786.66,foreground
S01_U04.CH4,7786.66,7787.96,foreground
S01_U04.CH4,7787.96,7789.38,foreground
S01_U04.CH4,7789.38,7789.98,foreground
S01_U04.CH4,7789.98,7790.32,foreground
S01_U04.CH4,7790.32,7800.84,foreground
S01_U04.CH4,7800.84,7810.6,foreground
S01_U04.CH4,7810.6,7811.42,foreground
S01_U04.CH4,7811.42,7826.52,foreground
S01_U04.CH4,7826.52,7841.9,foreground
S01_U04.CH4,7841.9,7842.98,foreground
S01_U04.CH4,7842.98,7843.73,foreground
S01_U04.CH4,7843.73,7848.2,foreground
S01_U04.CH4,7848.2,7848.49,foreground
S01_U04.CH4,7848.49,7848.83,foreground
S01_U04.CH4,7848.83,7849.05,foreground
S01_U04.CH4,7849.05,7850.53,foreground
S01_U04.CH4,7850.53,7858.99,foreground
S01_U04.CH4,7858.99,7859.6,foreground
S01_U04.CH4,7859.6,7860.13,background
S01_U04.CH4,7860.13,7863.54,foreground
S01_U04.CH4,7863.54,7863.98,foreground
S01_U04.CH4,7863.98,7865.66,foreground
S01_U04.CH4,7865.66,7866.95,background
S01_U04.CH4,7866.95,7867.57,background
S01_U04.CH4,7867.57,7868.13,foreground
S01_U04.CH4,7868.13,7868.7,background
S01_U04.CH4,7868.7,7869.41,foreground
S01_U04.CH4,7869.41,7870.26,background
S01_U04.CH4,7870.26,7870.67,foreground
S01_U04.CH4,7870.67,7871.91,foreground
S01_U04.CH4,7871.91,7872.92,foreground
S01_U04.CH4,7872.92,7873.24,background
S01_U04.CH4,7873.24,7873.8,foreground
S01_U04.CH4,7873.8,7874.63,foreground
S01_U04.CH4,7874.63,7876.72,foreground
S01_U04.CH4,7876.72,7877.19,foreground
S01_U04.CH4,7877.19,7877.65,background
S01_U04.CH4,7877.65,7877.88,foreground
S01_U04.CH4,7877.88,7878.13,foreground
S01_U04.CH4,7878.13,7878.63,foreground
S01_U04.CH4,7878.63,7879.54,background
S01_U04.CH4,7879.54,7880.13,foreground
S01_U04.CH4,7880.13,7880.35,background
S01_U04.CH4,7880.35,7881.98,foreground
S01_U04.CH4,7881.98,7882.38,foreground
S01_U04.CH4,7882.38,7882.65,background
S01_U04.CH4,7882.65,7882.86,foreground
S01_U04.CH4,7882.86,7884.83,foreground
S01_U04.CH4,7884.83,7888.57,foreground
S01_U04.CH4,7888.57,7889.19,background
S01_U04.CH4,7889.19,7889.53,background
S01_U04.CH4,7889.53,7891.3,foreground
S01_U04.CH4,7891.3,7891.81,background
S01_U04.CH4,7891.81,7893.55,foreground
S01_U04.CH4,7893.55,7894.9,background
S01_U04.CH4,7894.9,7896.33,foreground
S01_U04.CH4,7896.33,7898.72,foreground
S01_U04.CH4,7898.72,7899.47,foreground
S01_U04.CH4,7899.47,7899.87,background
S01_U04.CH4,7899.87,7904.15,foreground
S01_U04.CH4,7904.15,7904.43,foreground
S01_U04.CH4,7904.43,7904.89,foreground
S01_U04.CH4,7904.89,7905.35,foreground
S01_U04.CH4,7905.35,7905.84,background
S01_U04.CH4,7905.84,7906.48,background
S01_U04.CH4,7906.48,7907.21,foreground
S01_U04.CH4,7907.21,7907.55,foreground
S01_U04.CH4,7907.55,7907.85,background
S01_U04.CH4,7907.85,7908.69,background
S01_U04.CH4,7908.69,7909.47,foreground
S01_U04.CH4,7909.47,7909.89,foreground
S01_U04.CH4,7909.89,7910.28,background
S01_U04.CH4,7910.28,7910.55,foreground
S01_U04.CH4,7910.55,7912.0,foreground
S01_U04.CH4,7912.0,7912.36,background
S01_U04.CH4,7912.36,7912.81,foreground
S01_U04.CH4,7912.81,7914.12,foreground
S01_U04.CH4,7914.12,7914.92,foreground
S01_U04.CH4,7914.92,7915.15,background
S01_U04.CH4,7915.15,7915.47,foreground
S01_U04.CH4,7915.47,7919.54,foreground
S01_U04.CH4,7919.54,7920.46,foreground
S01_U04.CH4,7920.46,7921.22,foreground
S01_U04.CH4,7921.22,7922.14,foreground
S01_U04.CH4,7922.14,7923.89,background
S01_U04.CH4,7923.89,7924.46,foreground
S01_U04.CH4,7924.46,7925.01,foreground
S01_U04.CH4,7925.01,7925.64,foreground
S01_U04.CH4,7925.64,7925.98,foreground
S01_U04.CH4,7925.98,7926.24,background
S01_U04.CH4,7926.24,7933.28,foreground
S01_U04.CH4,7933.28,7937.33,foreground
S01_U04.CH4,7937.33,7947.52,foreground
S01_U04.CH4,7947.52,7948.54,foreground
S01_U04.CH4,7948.54,7950.64,foreground
S01_U04.CH4,7950.64,7952.52,foreground
S01_U04.CH4,7952.52,7955.66,foreground
S01_U04.CH4,7955.66,7956.13,foreground
S01_U04.CH4,7956.13,7963.19,foreground
S01_U04.CH4,7963.19,7963.4,background
S01_U04.CH4,7963.4,7963.64,foreground
S01_U04.CH4,7963.64,7963.9,foreground
S01_U04.CH4,7963.9,7966.96,foreground
S01_U04.CH4,7966.96,7967.9,background
S01_U04.CH4,7967.9,7968.82,background
S01_U04.CH4,7968.82,7969.77,background
S01_U04.CH4,7969.77,7970.43,foreground
S01_U04.CH4,7970.43,7970.64,background
S01_U04.CH4,7970.64,7975.69,foreground
S01_U04.CH4,7975.69,7975.94,background
S01_U04.CH4,7975.94,7976.76,background
S01_U04.CH4,7976.76,7977.29,foreground
S01_U04.CH4,7977.29,7978.02,foreground
S01_U04.CH4,7978.02,7978.29,foreground
S01_U04.CH4,7978.29,7978.6,foreground
S01_U04.CH4,7978.6,7979.53,foreground
S01_U04.CH4,7979.53,7980.33,foreground
S01_U04.CH4,7980.33,7981.31,foreground
S01_U04.CH4,7981.31,7984.41,foreground
S01_U04.CH4,7984.41,7984.98,foreground
S01_U04.CH4,7984.98,7985.45,foreground
S01_U04.CH4,7985.45,7985.69,background
S01_U04.CH4,7985.69,7987.52,foreground
S01_U04.CH4,7987.52,7987.98,background
S01_U04.CH4,7987.98,7988.9,background
S01_U04.CH4,7988.9,7989.37,foreground
S01_U04.CH4,7989.37,7989.63,foreground
S01_U04.CH4,7989.63,7992.71,foreground
S01_U04.CH4,7992.71,7993.65,foreground
S01_U04.CH4,7993.65,7994.24,foreground
S01_U04.CH4,7994.24,7994.83,background
S01_U04.CH4,7994.83,7995.69,foreground
S01_U04.CH4,7995.69,7996.22,foreground
S01_U04.CH4,7996.22,7996.62,background
S01_U04.CH4,7996.62,7997.37,foreground
S01_U04.CH4,7997.37,7999.07,background
S01_U04.CH4,7999.07,7999.69,background
S01_U04.CH4,7999.69,8000.01,foreground
S01_U04.CH4,8000.01,8000.69,background
S01_U04.CH4,8000.69,8001.43,foreground
S01_U04.CH4,8001.43,8002.22,foreground
S01_U04.CH4,8002.22,8002.79,background
S01_U04.CH4,8002.79,8004.3,foreground
S01_U04.CH4,8004.3,8006.97,foreground
S01_U04.CH4,8006.97,8007.6,foreground
S01_U04.CH4,8007.6,8009.26,foreground
S01_U04.CH4,8009.26,8033.54,foreground
S01_U04.CH4,8033.54,8038.18,foreground
S01_U04.CH4,8038.18,8042.24,foreground
S01_U04.CH4,8042.24,8042.66,background
S01_U04.CH4,8042.66,8042.9,background
S01_U04.CH4,8042.9,8043.9,foreground
S01_U04.CH4,8043.9,8044.69,foreground
S01_U04.CH4,8044.69,8045.04,foreground
S01_U04.CH4,8045.04,8045.37,foreground
S01_U04.CH4,8045.37,8048.76,foreground
S01_U04.CH4,8048.76,8049.48,foreground
S01_U04.CH4,8049.48,8049.96,foreground
S01_U04.CH4,8049.96,8050.29,foreground
S01_U04.CH4,8050.29,8050.69,foreground
S01_U04.CH4,8050.69,8051.04,background
S01_U04.CH4,8051.04,8051.48,foreground
S01_U04.CH4,8051.48,8052.58,foreground
S01_U04.CH4,8052.58,8052.79,background
S01_U04.CH4,8052.79,8053.41,background
S01_U04.CH4,8053.41,8053.98,foreground
S01_U04.CH4,8053.98,8054.44,background
S01_U04.CH4,8054.44,8055.08,foreground
S01_U04.CH4,8055.08,8056.59,foreground
S01_U04.CH4,8056.59,8059.17,foreground
S01_U04.CH4,8059.17,8059.52,background
S01_U04.CH4,8059.52,8062.26,foreground
S01_U04.CH4,8062.26,8062.74,foreground
S01_U04.CH4,8062.74,8063.1,background
S01_U04.CH4,8063.1,8063.53,foreground
S01_U04.CH4,8063.53,8064.02,background
S01_U04.CH4,8064.02,8064.75,foreground
S01_U04.CH4,8064.75,8065.23,foreground
S01_U04.CH4,8065.23,8067.62,foreground
S01_U04.CH4,8067.62,8068.26,foreground
S01_U04.CH4,8068.26,8068.85,foreground
S01_U04.CH4,8068.85,8078.12,foreground
S01_U04.CH4,8078.12,8079.82,foreground
S01_U04.CH4,8079.82,8080.24,background
S01_U04.CH4,8080.24,8080.77,foreground
S01_U04.CH4,8080.77,8083.19,foreground
S01_U04.CH4,8083.19,8083.44,foreground
S01_U04.CH4,8083.44,8084.32,foreground
S01_U04.CH4,8084.32,8086.07,foreground
S01_U04.CH4,8086.07,8087.23,foreground
S01_U04.CH4,8087.23,8087.75,background
S01_U04.CH4,8087.75,8088.21,background
S01_U04.CH4,8088.21,8088.58,background
S01_U04.CH4,8088.58,8088.95,foreground
S01_U04.CH4,8088.95,8089.15,background
S01_U04.CH4,8089.15,8089.71,background
S01_U04.CH4,8089.71,8090.11,background
S01_U04.CH4,8090.11,8090.5,foreground
S01_U04.CH4,8090.5,8091.44,foreground
S01_U04.CH4,8091.44,8093.84,foreground
S01_U04.CH4,8093.84,8094.69,foreground
S01_U04.CH4,8094.69,8095.07,foreground
S01_U04.CH4,8095.07,8095.8,foreground
S01_U04.CH4,8095.8,8097.01,foreground
S01_U04.CH4,8097.01,8098.59,foreground
S01_U04.CH4,8098.59,8098.86,background
S01_U04.CH4,8098.86,8099.94,background
S01_U04.CH4,8099.94,8100.53,background
S01_U04.CH4,8100.53,8100.9,background
S01_U04.CH4,8100.9,8101.9,background
S01_U04.CH4,8101.9,8102.74,foreground
S01_U04.CH4,8102.74,8102.96,background
S01_U04.CH4,8102.96,8103.31,foreground
S01_U04.CH4,8103.31,8104.18,foreground
S01_U04.CH4,8104.18,8111.28,foreground
S01_U04.CH4,8111.28,8111.55,foreground
S01_U04.CH4,8111.55,8111.87,foreground
S01_U04.CH4,8111.87,8112.35,foreground
S01_U04.CH4,8112.35,8112.95,background
S01_U04.CH4,8112.95,8115.84,foreground
S01_U04.CH4,8115.84,8120.32,foreground
S01_U04.CH4,8120.32,8140.37,foreground
S01_U04.CH4,8140.37,8141.59,foreground
S01_U04.CH4,8141.59,8144.72,foreground
S01_U04.CH4,8144.72,8146.49,foreground
S01_U04.CH4,8146.49,8147.62,foreground
S01_U04.CH4,8147.62,8148.1,background
S01_U04.CH4,8148.1,8149.06,foreground
S01_U04.CH4,8149.06,8150.7,foreground
S01_U04.CH4,8150.7,8151.33,foreground
S01_U04.CH4,8151.33,8154.19,foreground
S01_U04.CH4,8154.19,8154.66,foreground
S01_U04.CH4,8154.66,8155.0,background
S01_U04.CH4,8155.0,8155.47,foreground
S01_U04.CH4,8155.47,8156.49,foreground
S01_U04.CH4,8156.49,8159.41,foreground
S01_U04.CH4,8159.41,8160.47,background
S01_U04.CH4,8160.47,8161.59,foreground
S01_U04.CH4,8161.59,8162.13,foreground
S01_U04.CH4,8162.13,8167.68,foreground
S01_U04.CH4,8167.68,8168.81,foreground
S01_U04.CH4,8168.81,8169.18,background
S01_U04.CH4,8169.18,8169.38,foreground
S01_U04.CH4,8169.38,8169.8,background
S01_U04.CH4,8169.8,8170.61,foreground
S01_U04.CH4,8170.61,8171.01,foreground
S01_U04.CH4,8171.01,8171.54,foreground
S01_U04.CH4,8171.54,8172.07,foreground
S01_U04.CH4,8172.07,8172.84,background
S01_U04.CH4,8172.84,8173.26,foreground
S01_U04.CH4,8173.26,8174.16,background
S01_U04.CH4,8174.16,8175.06,foreground
S01_U04.CH4,8175.06,8176.09,foreground
S01_U04.CH4,8176.09,8176.46,background
S01_U04.CH4,8176.46,8176.84,background
S01_U04.CH4,8176.84,8177.38,background
S01_U04.CH4,8177.38,8177.88,foreground
S01_U04.CH4,8177.88,8178.4,background
S01_U04.CH4,8178.4,8178.74,background
S01_U04.CH4,8178.74,8179.38,foreground
S01_U04.CH4,8179.38,8180.21,foreground
S01_U04.CH4,8180.21,8180.65,foreground
S01_U04.CH4,8180.65,8181.09,background
S01_U04.CH4,8181.09,8181.36,foreground
S01_U04.CH4,8181.36,8181.66,background
S01_U04.CH4,8181.66,8182.46,foreground
S01_U04.CH4,8182.46,8184.05,foreground
S01_U04.CH4,8184.05,8185.46,foreground
S01_U04.CH4,8185.46,8185.95,foreground
S01_U04.CH4,8185.95,8187.06,background
S01_U04.CH4,8187.06,8187.36,foreground
S01_U04.CH4,8187.36,8188.55,foreground
S01_U04.CH4,8188.55,8189.16,background
S01_U04.CH4,8189.16,8189.47,foreground
S01_U04.CH4,8189.47,8189.67,background
S01_U04.CH4,8189.67,8189.94,foreground
S01_U04.CH4,8189.94,8190.59,background
S01_U04.CH4,8190.59,8191.79,foreground
S01_U04.CH4,8191.79,8192.17,foreground
S01_U04.CH4,8192.17,8192.65,background
S01_U04.CH4,8192.65,8193.95,foreground
S01_U04.CH4,8193.95,8194.89,background
S01_U04.CH4,8194.89,8195.45,foreground
S01_U04.CH4,8195.45,8197.71,foreground
S01_U04.CH4,8197.71,8197.93,background
S01_U04.CH4,8197.93,8198.54,background
S01_U04.CH4,8198.54,8198.83,background
S01_U04.CH4,8198.83,8199.4,background
S01_U04.CH4,8199.4,8199.61,background
S01_U04.CH4,8199.61,8199.87,foreground
S01_U04.CH4,8199.87,8200.17,background
S01_U04.CH4,8200.17,8200.83,foreground
S01_U04.CH4,8200.83,8202.39,foreground
S01_U04.CH4,8202.39,8203.36,background
S01_U04.CH4,8203.36,8203.84,foreground
S01_U04.CH4,8203.84,8204.77,foreground
S01_U04.CH4,8204.77,8205.42,foreground
S01_U04.CH4,8205.42,8205.84,background
S01_U04.CH4,8205.84,8206.35,background
S01_U04.CH4,8206.35,8207.07,foreground
S01_U04.CH4,8207.07,8208.21,background
S01_U04.CH4,8208.21,8208.71,foreground
S01_U04.CH4,8208.71,8210.37,foreground
S01_U04.CH4,8210.37,8211.07,background
S01_U04.CH4,8211.07,8211.65,background
S01_U04.CH4,8211.65,8212.52,foreground
S01_U04.CH4,8212.52,8213.24,foreground
S01_U04.CH4,8213.24,8213.49,background
S01_U04.CH4,8213.49,8214.36,foreground
S01_U04.CH4,8214.36,8215.77,background
S01_U04.CH4,8215.77,8216.08,background
S01_U04.CH4,8216.08,8216.51,background
S01_U04.CH4,8216.51,8216.81,background
S01_U04.CH4,8216.81,8217.62,foreground
S01_U04.CH4,8217.62,8218.48,foreground
S01_U04.CH4,8218.48,8218.78,foreground
S01_U04.CH4,8218.78,8219.09,background
S01_U04.CH4,8219.09,8219.33,background
S01_U04.CH4,8219.33,8219.67,background
S01_U04.CH4,8219.67,8220.22,foreground
S01_U04.CH4,8220.22,8221.59,foreground
S01_U04.CH4,8221.59,8221.93,background
S01_U04.CH4,8221.93,8222.25,foreground
S01_U04.CH4,8222.25,8222.74,foreground
S01_U04.CH4,8222.74,8223.17,foreground
S01_U04.CH4,8223.17,8223.64,foreground
S01_U04.CH4,8223.64,8224.35,foreground
S01_U04.CH4,8224.35,8225.17,background
S01_U04.CH4,8225.17,8225.48,background
S01_U04.CH4,8225.48,8225.84,background
S01_U04.CH4,8225.84,8226.44,background
S01_U04.CH4,8226.44,8228.16,foreground
S01_U04.CH4,8228.16,8228.77,foreground
S01_U04.CH4,8228.77,8231.2,foreground
S01_U04.CH4,8231.2,8232.02,foreground
S01_U04.CH4,8232.02,8233.81,foreground
S01_U04.CH4,8233.81,8234.12,background
S01_U04.CH4,8234.12,8234.41,foreground
S01_U04.CH4,8234.41,8235.27,foreground
S01_U04.CH4,8235.27,8236.28,foreground
S01_U04.CH4,8236.28,8236.71,foreground
S01_U04.CH4,8236.71,8237.87,foreground
S01_U04.CH4,8237.87,8238.3,foreground
S01_U04.CH4,8238.3,8239.03,foreground
S01_U04.CH4,8239.03,8241.51,foreground
S01_U04.CH4,8241.51,8249.85,foreground
S01_U04.CH4,8249.85,8250.79,foreground
S01_U04.CH4,8250.79,8251.05,foreground
S01_U04.CH4,8251.05,8251.48,foreground
S01_U04.CH4,8251.48,8253.02,foreground
S01_U04.CH4,8253.02,8253.47,foreground
S01_U04.CH4,8253.47,8257.4,foreground
S01_U04.CH4,8257.4,8269.25,foreground
S01_U04.CH4,8269.25,8269.48,foreground
S01_U04.CH4,8269.48,8271.88,foreground
S01_U04.CH4,8271.88,8272.11,foreground
S01_U04.CH4,8272.11,8273.37,foreground
S01_U04.CH4,8273.37,8275.22,foreground
S01_U04.CH4,8275.22,8284.56,foreground
S01_U04.CH4,8284.56,8294.25,foreground
S01_U04.CH4,8294.25,8294.47,background
S01_U04.CH4,8294.47,8294.71,foreground
S01_U04.CH4,8294.71,8295.16,background
S01_U04.CH4,8295.16,8295.43,background
S01_U04.CH4,8295.43,8296.72,foreground
S01_U04.CH4,8296.72,8298.68,foreground
S01_U04.CH4,8298.68,8306.41,foreground
S01_U04.CH4,8306.41,8310.84,foreground
S01_U04.CH4,8310.84,8313.3,foreground
S01_U04.CH4,8313.3,8314.59,foreground
S01_U04.CH4,8314.59,8315.02,foreground
S01_U04.CH4,8315.02,8322.04,foreground
S01_U04.CH4,8322.04,8323.44,foreground
S01_U04.CH4,8323.44,8323.97,foreground
S01_U04.CH4,8323.97,8327.43,foreground
S01_U04.CH4,8327.43,8328.09,foreground
S01_U04.CH4,8328.09,8337.58,foreground
S01_U04.CH4,8337.58,8341.14,foreground
S01_U04.CH4,8341.14,8341.57,background
S01_U04.CH4,8341.57,8358.64,foreground
S01_U04.CH4,8358.64,8370.32,foreground
S01_U04.CH4,8370.32,8370.58,foreground
S01_U04.CH4,8370.58,8370.97,foreground
S01_U04.CH4,8370.97,8371.42,background
S01_U04.CH4,8371.42,8378.91,foreground
S01_U04.CH4,8378.91,8381.36,foreground
S01_U04.CH4,8381.36,8382.48,background
S01_U04.CH4,8382.48,8383.06,background
S01_U04.CH4,8383.06,8383.46,background
S01_U04.CH4,8383.46,8383.76,foreground
S01_U04.CH4,8383.76,8384.05,foreground
S01_U04.CH4,8384.05,8384.96,background
S01_U04.CH4,8384.96,8385.21,background
S01_U04.CH4,8385.21,8385.81,foreground
S01_U04.CH4,8385.81,8386.45,background
S01_U04.CH4,8386.45,8388.08,foreground
S01_U04.CH4,8388.08,8388.63,background
S01_U04.CH4,8388.63,8393.38,foreground
S01_U04.CH4,8393.38,8394.05,background
S01_U04.CH4,8394.05,8394.32,foreground
S01_U04.CH4,8394.32,8394.82,foreground
S01_U04.CH4,8394.82,8395.33,foreground
S01_U04.CH4,8395.33,8395.89,foreground
S01_U04.CH4,8395.89,8397.5,foreground
S01_U04.CH4,8397.5,8401.93,foreground
S01_U04.CH4,8401.93,8402.39,foreground
S01_U04.CH4,8402.39,8402.83,background
S01_U04.CH4,8402.83,8405.06,foreground
S01_U04.CH4,8405.06,8414.67,foreground
S01_U04.CH4,8414.67,8415.05,foreground
S01_U04.CH4,8415.05,8416.37,foreground
S01_U04.CH4,8416.37,8431.19,foreground
S01_U04.CH4,8431.19,8433.74,foreground
S01_U04.CH4,8433.74,8435.27,foreground
S01_U04.CH4,8435.27,8436.39,foreground
S01_U04.CH4,8436.39,8437.53,foreground
S01_U04.CH4,8437.53,8437.86,foreground
S01_U04.CH4,8437.86,8438.91,foreground
S01_U04.CH4,8438.91,8439.78,foreground
S01_U04.CH4,8439.78,8441.59,foreground
S01_U04.CH4,8441.59,8442.79,foreground
S01_U04.CH4,8442.79,8446.03,foreground
S01_U04.CH4,8446.03,8448.58,foreground
S01_U04.CH4,8448.58,8462.8,foreground
S01_U04.CH4,8462.8,8464.25,foreground
S01_U04.CH4,8464.25,8464.77,background
S01_U04.CH4,8464.77,8465.26,foreground
S01_U04.CH4,8465.26,8466.12,foreground
S01_U04.CH4,8466.12,8466.64,foreground
S01_U04.CH4,8466.64,8467.14,foreground
S01_U04.CH4,8467.14,8467.52,foreground
S01_U04.CH4,8467.52,8467.81,background
S01_U04.CH4,8467.81,8468.3,foreground
S01_U04.CH4,8468.3,8469.19,background
S01_U04.CH4,8469.19,8469.44,background
S01_U04.CH4,8469.44,8470.17,foreground
S01_U04.CH4,8470.17,8470.37,background
S01_U04.CH4,8470.37,8470.7,foreground
S01_U04.CH4,8470.7,8471.81,background
S01_U04.CH4,8471.81,8472.3,foreground
S01_U04.CH4,8472.3,8476.08,foreground
S01_U04.CH4,8476.08,8476.77,foreground
S01_U04.CH4,8476.77,8477.52,foreground
S01_U04.CH4,8477.52,8477.98,foreground
S01_U04.CH4,8477.98,8479.51,background
S01_U04.CH4,8479.51,8480.36,foreground
S01_U04.CH4,8480.36,8480.66,background
S01_U04.CH4,8480.66,8481.17,background
S01_U04.CH4,8481.17,8481.65,background
S01_U04.CH4,8481.65,8481.89,foreground
S01_U04.CH4,8481.89,8484.97,foreground
S01_U04.CH4,8484.97,8486.31,background
S01_U04.CH4,8486.31,8487.09,foreground
S01_U04.CH4,8487.09,8487.42,foreground
S01_U04.CH4,8487.42,8487.78,foreground
S01_U04.CH4,8487.78,8488.5,foreground
S01_U04.CH4,8488.5,8490.35,foreground
S01_U04.CH4,8490.35,8492.31,background
S01_U04.CH4,8492.31,8492.72,background
S01_U04.CH4,8492.72,8494.27,foreground
S01_U04.CH4,8494.27,8497.92,foreground
S01_U04.CH4,8497.92,8500.83,foreground
S01_U04.CH4,8500.83,8501.25,foreground
S01_U04.CH4,8501.25,8503.72,foreground
S01_U04.CH4,8503.72,8504.56,foreground
S01_U04.CH4,8504.56,8506.98,foreground
S01_U04.CH4,8506.98,8516.37,foreground
S01_U04.CH4,8516.37,8520.04,foreground
S01_U04.CH4,8520.04,8521.49,background
S01_U04.CH4,8521.49,8521.98,foreground
S01_U04.CH4,8521.98,8522.6,background
S01_U04.CH4,8522.6,8523.01,foreground
S01_U04.CH4,8523.01,8525.19,foreground
S01_U04.CH4,8525.19,8525.62,background
S01_U04.CH4,8525.62,8527.15,foreground
S01_U04.CH4,8527.15,8527.93,foreground
S01_U04.CH4,8527.93,8528.24,foreground
S01_U04.CH4,8528.24,8528.9,background
S01_U04.CH4,8528.9,8529.97,foreground
S01_U04.CH4,8529.97,8530.35,foreground
S01_U04.CH4,8530.35,8531.26,background
S01_U04.CH4,8531.26,8531.85,background
S01_U04.CH4,8531.85,8532.1,foreground
S01_U04.CH4,8532.1,8532.39,foreground
S01_U04.CH4,8532.39,8533.13,foreground
S01_U04.CH4,8533.13,8533.55,foreground
S01_U04.CH4,8533.55,8533.94,foreground
S01_U04.CH4,8533.94,8538.01,foreground
S01_U04.CH4,8538.01,8539.73,foreground
S01_U04.CH4,8539.73,8540.45,foreground
S01_U04.CH4,8540.45,8543.48,foreground
S01_U04.CH4,8543.48,8544.23,foreground
S01_U04.CH4,8544.23,8549.87,foreground
S01_U04.CH4,8549.87,8561.03,foreground
S01_U04.CH4,8561.03,8561.28,foreground
S01_U04.CH4,8561.28,8562.26,foreground
S01_U04.CH4,8562.26,8594.87,foreground
S01_U04.CH4,8594.87,8602.85,foreground
S01_U04.CH4,8602.85,8603.24,background
S01_U04.CH4,8603.24,8603.68,background
S01_U04.CH4,8603.68,8604.21,foreground
S01_U04.CH4,8604.21,8606.45,foreground
S01_U04.CH4,8606.45,8607.13,foreground
S01_U04.CH4,8607.13,8607.64,foreground
S01_U04.CH4,8607.64,8607.9,background
S01_U04.CH4,8607.9,8626.88,foreground
S01_U04.CH4,8626.88,8627.53,foreground
S01_U04.CH4,8627.53,8628.13,background
S01_U04.CH4,8628.13,8632.31,foreground
S01_U04.CH4,8632.31,8635.65,foreground
S01_U04.CH4,8635.65,8635.97,foreground
S01_U04.CH4,8635.97,8636.8,foreground
S01_U04.CH4,8636.8,8637.54,background
S01_U04.CH4,8637.54,8638.6,foreground
S01_U04.CH4,8638.6,8638.82,background
S01_U04.CH4,8638.82,8639.23,foreground
S01_U04.CH4,8639.23,8640.43,foreground
S01_U04.CH4,8640.43,8643.73,foreground
S01_U04.CH4,8643.73,8644.02,foreground
S01_U04.CH4,8644.02,8644.4,foreground
S01_U04.CH4,8644.4,8644.93,background
S01_U04.CH4,8644.93,8645.22,background
S01_U04.CH4,8645.22,8645.71,foreground
S01_U04.CH4,8645.71,8646.24,foreground
S01_U04.CH4,8646.24,8647.76,foreground
S01_U04.CH4,8647.76,8648.66,foreground
S01_U04.CH4,8648.66,8649.31,foreground
S01_U04.CH4,8649.31,8649.63,background
S01_U04.CH4,8649.63,8650.01,foreground
S01_U04.CH4,8650.01,8650.48,foreground
S01_U04.CH4,8650.48,8650.86,foreground
S01_U04.CH4,8650.86,8651.11,background
S01_U04.CH4,8651.11,8651.33,background
S01_U04.CH4,8651.33,8652.0,foreground
S01_U04.CH4,8652.0,8652.96,foreground
S01_U04.CH4,8652.96,8653.91,foreground
S01_U04.CH4,8653.91,8656.3,foreground
S01_U04.CH4,8656.3,8657.23,foreground
S01_U04.CH4,8657.23,8658.24,background
S01_U04.CH4,8658.24,8662.22,foreground
S01_U04.CH4,8662.22,8662.63,foreground
S01_U04.CH4,8662.63,8663.05,foreground
S01_U04.CH4,8663.05,8663.99,foreground
S01_U04.CH4,8663.99,8664.52,background
S01_U04.CH4,8664.52,8665.16,background
S01_U04.CH4,8665.16,8665.38,foreground
S01_U04.CH4,8665.38,8665.92,background
S01_U04.CH4,8665.92,8666.91,foreground
S01_U04.CH4,8666.91,8667.27,background
S01_U04.CH4,8667.27,8667.75,foreground
S01_U04.CH4,8667.75,8668.3,foreground
S01_U04.CH4,8668.3,8668.97,background
S01_U04.CH4,8668.97,8669.57,foreground
S01_U04.CH4,8669.57,8670.02,background
S01_U04.CH4,8670.02,8676.22,foreground
S01_U04.CH4,8676.22,8681.21,foreground
S01_U04.CH4,8681.21,8682.06,foreground
S01_U04.CH4,8682.06,8682.72,foreground
S01_U04.CH4,8682.72,8683.27,foreground
S01_U04.CH4,8683.27,8683.48,background
S01_U04.CH4,8683.48,8683.93,foreground
S01_U04.CH4,8683.93,8686.62,foreground
S01_U04.CH4,8686.62,8691.65,foreground
S01_U04.CH4,8691.65,8692.3,foreground
S01_U04.CH4,8692.3,8694.81,foreground
S01_U04.CH4,8694.81,8698.44,foreground
S01_U04.CH4,8698.44,8705.69,foreground
S01_U04.CH4,8705.69,8706.76,foreground
S01_U04.CH4,8706.76,8707.92,foreground
S01_U04.CH4,8707.92,8708.81,foreground
S01_U04.CH4,8708.81,8709.56,foreground
S01_U04.CH4,8709.56,8710.03,background
S01_U04.CH4,8710.03,8713.23,foreground
S01_U04.CH4,8713.23,8713.72,foreground
S01_U04.CH4,8713.72,8717.43,foreground
S01_U04.CH4,8717.43,8717.89,background
S01_U04.CH4,8717.89,8719.95,foreground
S01_U04.CH4,8719.95,8720.47,foreground
S01_U04.CH4,8720.47,8721.42,foreground
S01_U04.CH4,8721.42,8721.77,background
S01_U04.CH4,8721.77,8725.53,foreground
S01_U04.CH4,8725.53,8726.57,background
S01_U04.CH4,8726.57,8727.54,background
